id_centro_titular,centro_titular
1008,"EDUCACION INFANTIL LOS PEQUEÑITOS, S.L."
1009,"TOPOCHITOS, S.L."
1010,"ESCUELAS INFANTILES ELIMARIS, S.L. UNIPERSONAL"
1011,MARIA JOSE DIAZ GARRIDO
1012,"BENJAMINES ESCUELA INFANTIL, S.L."
1013,"PEQUEÑECOS PARQUE NORTE, S.L."
1014,"EDUKOMOLOKOS, S.L."
1015,"504 NIÑOS, S.L."
1016,BEATRIZ TRUJILLO FERNANDEZ
1017,"DUQUE Y NAVARRO ESCUELAS INFANTILES, S.L."
1018,"ESCUELA INFANTIL EL CUENTACUENTOS, S.L."
1019,LUIS FERNANDEZ MARTINEZ-DELGADO Y SARA FDEZ MARTINEZ-DELGADO
1020,"BABYSTAR GARRIDO, S.L."
1021,JULIO ESTRELLA MOLINA
1022,"SONIA Y ESTHER CALIOPE, S.L."
1023,"ANIMALES NIÑOS O UNICORNIOS, S.L."
1024,"PENDIKAN, S.L."
1025,SARA CANO HERVAS
1026,NOELIA BRAVO BLASCO
1027,FAUSTINO DOMINGUEZ GARCIA
1028,"LIOVILIOVA CONSULTING, S.L."
1029,"DESARROLLO INTEGRAL EDUCATIVO, S.L."
1030,"ESCUELA INFANTIL NAYER KIDS, S.L"
1031,"NUBES DE COLORES EDUCACION, S.L."
1032,PABLO GONZALEZ JIMENEZ
1033,"ESCUELA INFANTIL PIQUIO, S.L."
1034,"ALABIN ALABAN, S.L."
1035,ROSA CUADRADO RUIZ
1036,MARIA GONZALEZ NUÑEZ
1037,"LITTLEPEGASITO, S.L."
1038,"TAKANAVI, S.L."
1039,"HELENA Y MARÍA RIVERA DEL OLMO, SOCIEDAD CIVIL"
1040,"ESCUELAS INFANTILES VELILLA, S.L."
1041,"CENTRO DE EDUCACION INFANTIL VILLANUEVA RENACUAJOS, S.L."
1042,"ESCUELA INFANTIL EL BEBE, S. L. UNIPERSONAL"
1043,Mª JESUS MOYA FERNÁNDEZ
1044,"CANPADAMAR, S.L."
1045,CARITAS DIOCESANA DE MADRID
1046,"EL BOSQUE ENCANTADO 2006, S.L."
1047,"ZARZADUC EDUCACION INFANTIL, S.L. UNIPERSONAL"
1048,"PEQUESOL, S.L."
1049,"COBRAINS, S.L."
1050,JULIANA FRESNILLO POZA
1051,"SAMADA, S.L."
1052,"MUNDOBEBE, EDUCACION Y OCIO INFANTIL, S.L. UNIPERSONAL"
1053,FUNDACION DE LA DANZA ALICIA ALONSO
1054,"PEDAGOGIA DEL MEDIO AMBIENTE, S.L. UNIPERSONAL"
1055,"JEMSOLROA, S.L.L."
1056,SONIA ALVAREZ ARRANZ
1057,ANA ISABEL DIAZ GARCIA
1058,RAQUEL UGIA MURILLO
1059,"PANAMBI SIGLO XXI, S.L. UNIPERSONAL"
1060,"EDUCACION CREATIVA Y SOCIAL, SOCIEDAD COOPERATIVA MADRILEÑA"
1061,CHIQUITIN CENTROS PROPIOS SL
1062,"KING'S COLLEGE SCHOOL, S.L. UNIPERSONAL"
1063,"ESCUELA INFANTIL POMPITAS, S.L."
1064,ESTRELLA ANDAL S.L.
1065,"ESCUELA INFANTIL DE HUMANES, S.L."
1066,MARIA SONIA MARTIN GOMEZ
1067,"EL PARQUE DE YAKY Y NUKA, S.L."
1068,"ESCUELA INFANTIL BABYLIN, S.L."
1069,"EL GLOBO CELESTE, S.L."
1070,ASOCIACION APOYO VOLUNTARIO VALLECAS TODO CULTURA
1071,ROSA APAUSA CAIDAS Y BERNARDO FDEZ-CABALLERO PEREZ DE BUSTOS
1072,CAROLINA LOPEZ DORADO
1073,"ESCUELA INFANTIL LA CASITA DE KIKA, S.L."
1074,"MBR SOLUCIONES EDUCATIVAS BÁSICAS, S.L."
1075,ISABEL BAÑOS REDONDO
1076,"NUESTRO MUNDO MÁGICO, S.L."
1077,"LA CASITA DE GUS, S.L.U."
1078,"ESCUELA INFANTIL PARQUE DE ODÓN, S.L."
1079,"CENTRO INFANTIL MARAVILLAS, S.L.U."
1080,"TINKERBELL ENTRETENIMIENTO, S.L."
1081,SOLEDAD RAMÍREZ PÉREZ Y Mª DELVALLE RAMÍREZ PÉREZ
1082,ASUNCION LOBATO ACEDO
1083,"ESCUELA INFANTIL PEQUEÑOS BICHITOS, SL"
1084,MARIA JOSE RODRIGUEZ FOLGUERA
1085,VICENTA DOMINGUEZ DOMINGUEZ
1086,INIZIA GUARDERIAS SL
1087,"CELART DESARROLLO INFANTIL, S.L UNIPERSONAL"
1088,"EQUIPO EDUCATIVO EL BOSQUE, S.L."
1089,MONTEPRADO EDUCACION S.L. UNIPERSONAL
1090,"ST. MICHAEL SCHOOL, S.L."
1091,"ANDOCRIS, S.L."
1092,PATRICIA ARRIBAS MURILLO
1093,OLGA DE CASTRO ESTEBAN
1094,CAROLINA MARTÍN FUEYO
1095,MARIA ASUNCION MARIN HERNANDEZ
1096,"LOS NIDOS EDUCACION INFANTIL, S.L."
1097,"ESCUELA INFANTIL NENUFAR, S.L. UNIPERSONAL"
1098,"GESTION EDUCATIVA RONA, S.L. UNIPERSONAL"
1099,"CASSAIN CONSULTORES, S.L. UNIPERSONAL"
1100,"EL JARDIN DE LOS GARABATOS, S.L."
1101,"ESTRELLA DE MAR, S.L.L."
1102,"NEMO & MARLIN INVERSIONES, S.L."
1103,PLACIDO LAZARO SASTRE
1104,REBECA CEBRIAN TORALLAS
1105,"PECECITOS CENTROS INFANTILES, S.L."
1106,"JUNION AND ENDRA,S.L. UNIPERSONAL"
1107,"RECAPA GUARDERIAS, S.L."
1108,MARTINA CHRISTIANE BECKERLING DE PIRA
1109,"ESCUELA INFANTIL VICKIE, S.L."
1110,"LOS PAMPINOS, S.L."
1111,"COLORS CAAS, S.L."
1112,"INICIATIVAS EDUCAVALORES JUFER 2021, S.L. UNIPERSONAL"
1113,"BRITISH PRINCE SCHOOL, S.L."
1114,"BOLBORETA EDUCACION, S.L."
1115,"EL PEQUEÑO MOZART, S.L."
1116,"CENTRO INFANTIL CIUDAD JARDIN, S.L."
1117,SANDRA YERGA VALDEMORO
1118,"GLOBO DESARROLLO INFANTIL, S.L."
1119,"COLORINES HENARES, S.L."
1120,"HOLA CARACOLA, S.L."
1121,"DIVERTIA ESCUELA INFANTIL, S.L."
1122,"MONKEY SCHOOL, S.L. UNIPERSONAL"
1123,"GUARDERIA LOS PEKES, S.A."
1124,BEATRIZ DOMINGUEZ GALAN
1125,"JIMENEZ Y MARTIN SANTOS, S.L."
1126,Mª DE LOS ANGELES MORENO ALARCON
1127,"ESCUELA INFANTIL GOOFY, S.L."
1128,AGUSTINA ANGELES MARTIN ARAGONES
1129,"SUPER NENES, S.L.L."
1130,"GUARDERIAS PEQUEÑAJOS, S.L. UNIPERSONAL"
1131,"PRIMOS MOLINA VILA, S.L."
1132,"LITTLE BRAINS 2020, S.L."
1133,MARIA VICTORIA CARRILLO CALVO
1134,MARIA SOLEDAD GONZALEZ-CALERO MOYA
1135,ANA ISABEL TRUJILLO OLIVAN
1136,"CARANA INICIATIVAS, S.L."
1137,"MY LITTLE PLANET NURSERY SCHOOL, S.L. UNIPERSONAL"
1138,"EDUCANDO HOY, S.L."
1139,"SEGUCANO, S.L."
1140,"LOS POTRITOS BLANCOS, S.L."
1141,ALICIA ENCARNACIÓN GALLEGO PINEDA
1142,D. ALBERTO ARROYO BENITO / Dª ROSA PALOMA MATILLA LARA
1143,"SVERIGE IS WHITE, S.L."
1144,"ST. MICHAEL'S SCHOOL, S.L."
1145,"DESIREXPLORE, S.L."
1146,SANCALO S.L.
1147,DAVID IGLESIAS PARENTE
1148,"EMPRESA E INFANCIA LAS TABLAS, S.L."
1149,BEATRIZ ALVAREZ OLIVENZA
1150,"CENTRO DE EDUCACION INFANTIL LUNA LUNERA, S.L. UNIPERSONAL"
1151,"GUARDELANDIA, S.L."
1152,"ESCUELA INFANTIL COTTONS, S.L.L."
1153,"MUNDO CHIQUININOS, S.L."
1154,FEDERACION MADRILEÑA DE DEPORTES DE INVIERNO
1155,"BLOKUM EDUCACION, S.L."
1156,MARTA CUETO SILVA
1157,"CREACION FORMATIVA, S.L."
1158,"DESARROLLO Y ALQUILERES ORION, S.L."
1159,MARIA CARMEN JUNCO LARA
1160,"LITTLE TWINS, S.L."
1161,"BABYLUNA CN, S.L."
1162,"ECOEDUCATION, S.L."
1163,"CUENTOS DE COLORES DE ALCALÁ, S.L."
1164,"NENES COLORITOS, S.L.L."
1165,"MUÑEQUITO, S.L."
1166,ROCÍO PATIÑO PRIETO Y JOSÉ ARROYO BENITO
1167,"HOLY MARY CATHOLIC SCHOOL, S.L."
1168,"IMPRIMUS FORMACION TEMPRANA, S.L."
1169,"ESCUELA INFANTIL LOS JUNCOS, S.L."
1170,"AZALEA EDUCACION, S.L."
1171,REAL FEDERACION ESPAÑOLA DE BALONMANO
1172,LAURA RUEDA MOYA Y PATRICIA ROJAS CLEMENTE
1173,"CENTRO DE EDUCACION INFANTIL COLORINES DOS, S.L."
1174,CONGREGACION LEGIONARIOS DE CRISTO
1175,RAQUEL RUIZ SERRANO
1176,"ZAPILLO GESTION EDUCATIVA, S.L."
1177,ALEJANDRA Mª RODRIGUEZ MARTINEZ Y ANA ISABEL GUERRERO GARCIA
1178,REAL FEDERACION ESPAÑOLA DE ATLETISMO
1179,"ESCUELA INFANTIL BABILAND, S.L. UNIPERSONAL"
1180,"CENTRO ED.INFANTIL 0-3 AÑOS CON TUS MANITAS,S.L. UNIPERSONAL"
1181,PATRICIA GOZALO DÍAZ
1182,MARÍA BAUTISTA CARRETERO
1183,EL ARBOL ALEGRE S.L.
1184,"ESCUELA INFANTIL LOS ALMENDROS, S.L."
1185,"CENTRO DE APRENDIZAJE Y DESARROLLO INFANTIL DE MEJORADA, S.L"
1186,"ESCUELA INFANTIL CHUPETES, S.L."
1187,"ESCUELA INFANTIL BAJO EL MAR, S.L."
1188,"SUITE IMAGEN, S.L."
1189,"LA CASA DE ZIPIZAPE, S.L."
1190,"NUEVO PICCOLO, S.A."
1191,MARIA ISABEL ALEGRIA SANCHEZ
1192,Mª LUISA HUMANES BAUTISTA E ISABEL DELGADO NAVALPOTRO
1193,MONICA GONZALEZ VICIEN
1194,MARIA TERESA GARCIA MAJAN
1195,"OCIO MORAL, S.L. UNIPERSONAL"
1196,"COLEGIOS LAUDE, S.L.U."
1197,CAROLINA CORLAZZOLI MACHIN
1198,MARIA DEL CARMEN NUÑEZ JIMENEZ
1199,"LUGAR CENTROS INFANTILES, S.L."
1200,"EL OSITO DE PAPEL, S.L."
1201,"ESNE ESTUDIOS SUPERIORES INTERNACIONALES, S.L."
1202,"MILIOS GESTION, S.L."
1203,"MATISSE, ESCUELA DE ARTES, S.L. UNIPERSONAL"
1204,"TIERRA MELIDE PEDAGOGICA, S.L. UNIPERSONAL"
1205,"GESIJOVAL, S.L."
1206,"ASTROS PEDAGOGIA Y DESARROLLO, S.L."
1207,"BEA Y LORENA, S.L."
1208,"CUNCUNA, S.L."
1209,"CUCHITOS EDUCACION, S.L."
1210,"LOS ABETOS INFANTIL, S.L."
1211,"BICHEJOS, S.L."
1212,"NAVIO ALVAREZ, S.L."
1213,"GRUPO MANOPLAS, S.L. UNIPERSONAL"
1214,"LA CABAÑA MÁGICA, S.L."
1215,"SAMZU EDUCACION, S.L."
1216,TANAGO DE LA RIVA S.L.
1217,"ESCUELA INFANTIL REGGIO, S.L."
1218,"NUEVAS INSTALACIONES EDUCATIVAS 2010, S. L."
1219,"UNIVERSIDAD EUROPEA DE MADRID, S.L. UNIPERSONAL"
1220,"UNIVERSIDAD EUROPEA DE MADRID, S.A.U."
1221,LAURA HOLGADO BELCHI
1222,"ESCUELA INFANTIL MINICLUB, S.L."
1223,BIBIANA MERCEDES CASALLAS MARIN
1224,ELENA SANCHEZ MARTINEZ
1225,"ESCUELA INFANTIL LITTLE DREAMS BOADILLA, S.L."
1226,MARIA ISABEL FLORES CARRETERO Y ANA MARIA ARRIBAS VEGA
1227,SONIA AVILA GUTIERREZ
1228,ASOCIACION FAMILIAS SIERRA GUADARRAMA
1229,"ESCUELA TEOREMA, S.L."
1230,"ESCUELA LA COLMENA, S.L."
1231,BEATRIZ GARCIA PEREZ Y CRISTINA CARRETERO GARCIA
1232,"CENTRO DE EDUCACION INFANTIL EL ARRULLO, S.L."
1233,"M&G BOSAIN, S.L."
1234,"CHILDBRAINS, S.A."
1235,"VIENTO ASTUR MADRID, S.L."
1236,ANA ISABEL NIETO RODENAS
1237,"ISTITUTO EUROPEO DI DESIGN, S.L."
1238,"2002 AGONZA, S.L."
1239,"LOS ANGELOTES DEL SIGLO XXI, S.L."
1240,MARIA TERESA BUSTAMANTE VIZUETE
1241,"ARALDA VALLE, S.L."
1242,MARIA FUENCISLA GARCIA LOPEZ
1243,"VILSAN COLECTIVIDADES, S.L."
1244,"TREVIRIAS, SOCIEDAD COOPERATIVA MADRILEÑA"
1245,"ESCUELA CHIRIBITAS, S.L."
1246,"ARTIST FACTORY, S.L."
1247,"INVERSIONES INMOBILIARIAS CRE, S.L."
1248,ESCUELAS CHIQUITIN  S.L. UNIPERSONAL
1249,CRUZ ROJA ESPAÑOLA
1250,"GUARDERIA MORENO RICO, S.L."
1251,CARMEN NUÑEZ FERNANDEZ
1252,MARÍA MERCEDES MONTERO LÓPEZ
1253,"INSTALACIONES IDESA, S.L."
1254,"COLEGIO ALEGRA, S.L."
1255,"UNA DECIMA DE SEGUNDO, S.L."
1256,"ESCUELA INFANTIL PRINCES, S.L."
1257,"SIULDALIA, S.L."
1258,SANDRA BACHS MASOLIVER
1259,"CRECIENDO Y SONRIENDO, S.L."
1260,"ADACEM Escuela Infantil, S.L."
1261,"JUGAR Y SENTIR, S.L."
1262,"ASOCIACION EDUCACION, CULTURA Y SOLIDARIDAD"
1263,CARMEN ROCHE RUBIO
1264,"JACAR EDUCA, S.L."
1265,"SAVELA ESCUELAS INFANTILES, S.L"
1266,"CENTROS INFANTILES ROCHAS, S.L."
1267,"VMR PROYECTOS 2004, S.L."
1268,"ARIAS PERLADO, S.L."
1269,CAROLINA FERNANDEZ HIGUERAS Y LUCIA PORRAS SANCHEZ
1270,"ZANGOLOTINAS EDUCA, S.L.L."
1271,SORAYA GONZALEZ MESA
1272,"ESCUELA INFANTIL DULCES MIMOS, S.L.L."
1273,"ST. ALICE'S NURSERY, S.L."
1274,"LIVINIA GROUP, S.L. UNIPERSONAL"
1275,"GRUPO WORKANDLIFE, S.L."
1276,SILVIA ZAMORANOGALLEGO Y PALOMA GLADYS FERNANDEZ CALLEJA
1277,JUANA OLALLA GARCIA
1278,ELISA BLAZQUEZ RUIZ
1279,"LLUVIA DE LETRAS, S.L."
1280,"JARA INNOVACION, S.L."
1281,"GREDOS HOLDINGS SPAIN, S. L."
1282,"MAISADI SUEÑOS, S. L. UNIPERSONAL"
1283,"ITEP FORMACION, S. L."
1284,"ESCUELA INFANTIL CHULAPOS, S. L."
1285,"CENTRO PEQUEÑO PRINCIPE LEGANES, S. L."
1286,"CITY COUNTRY SCHOOL, S. L."
1287,"CENP NUEVAS PROFESIONES, SRL"
1288,"CENAFE ESCUELAS, S.L. UNIPERSONAL"
1289,"PEGOTITOS Y ASOCIADOS, S.L. UNIPERSONAL"
1290,"COLEGIO CAMINO REAL, S. L."
1291,"GUARDERIA NIDO LA CIGUEÑA, S.L."
1292,"EADS CONSTRUCCIONES AERONAUTICAS, S.A."
1293,"LA VACA PELUDA,S.L."
1294,MIRIAM MENA MENOR
1295,"ADAN Y PEÑA, S.L."
1296,"INVERSIONES INFANTILES, S.L."
1297,"PEKELEKU EDUCA, S.L."
1298,"LITTLE ACORNS NURSERY, S.L."
1299,MARIA DEL VALLE NARA GARCIA FERNANDEZ
1300,"COMERCIAL DE DISTRIBUCIONES EDITORIALES, S.A."
1301,DOCENTES UNIDOS SOCIEDAD COOPERATIVA MADRILEÑA
1302,NOELIA AMIGO RODRIGUEZ
1303,"GRUPO CTO CENTRO DE FORMACION, S.L."
1304,"ESCUELA INFANTIL BUBBLES, S.L.L"
1305,"VILSANIX, S.L."
1306,"ESCUELA INFANTIL OLAVIDE, S.A."
1307,"U-TAD CENTRO DIGITAL, S.L."
1308,ASOCIACION ACADEMICA DE ENTRENADORES DE FUTBOL
1309,"LITTLE FROGS, S.L."
1310,"ARCADIA CENTROS DE EDUCACION INFANTIL, S.L."
1311,LUCIANA MARIA RADOVITZKY
1312,"ALAS DE PAPEL, S.L.L."
1313,"ENDAZE BRITISH INTERNATIONAL SCHOOL, S.L."
1314,"CENTRO DE EDUCACION DEPORTIVA JUMP UP, S.L."
1315,"ITEP FORMACION, S.L."
1316,ASOCIACION DE FORMACION DE ENTRENADORES NACIONALES (AFEN)
1317,FUNDACIÓN EDUCATIVA SANTO DOMINGO
1318,"SAN ROMAN ESCUELA DE ESTUIDOS SUPERIORES, S.L."
1319,"ACUARELA SCHOOL, S.L."
1320,"CES, JUAN PABLO II, S.L."
1321,"MOPE CONSULTORIA Y FORMACION, S.L."
1322,"INTERPRENDE, S.L."
1323,"ESCUELA INFANTIL PARQUE ODON, S.L."
1324,"AXELIA FORMACION, ACTIVIDADES Y OCIO, S.L."
1325,ASOCIACION ESCUELA DE FORMACION DE SEM
1326,"EADS CONSTRUCCIONES AERONAUTICAS, S.A.U."
1327,"AUTOESCUELA AULA, S.L. UNIPERSONAL"
1328,"KATARINA GURSKA, S.L."
1329,"CJS SERVICIOS EDUCATIVOS, S.L."
1330,"ESCUELA INFANTIL KINDER MY GARDEN, S.L."
1331,"ESCUNE FORMACION, S.L."
1332,"PLANETA DE AGOSTINI FORMACION , S. L. UNIPERSONAL"
1333,MARIA DEL ROCIO FERNANDEZ ORTEGA
1334,"INSTEDE FORMACION, S.L."
1335,"PROED,  EVALUA., DIAGNOSTICO Y APOYO A NECESIDADES EDUC,S.L."
1336,"ESCUELA NUEVA KEPLER, S.L."
1337,"FORMACION Y EDUCACION INTEGRAL, S.L. UNIPERSONAL"
1338,MARIA ISABEL LASO JIMENEZ
1339,"SYF GALENUS CENTER, S.L."
1340,LUCIA MONASTERIO PASCUAL Y ELENA ALVAREZ BERROCAL
1341,"PLANETA ENANO, S.L."
1342,"EDUCA SAN LORENZO, S.L."
1343,"JUVENTUD HUAXIA, S.L."
1344,MARIA JESUS GUTIERREZ CARRILLO
1345,"LIMASARA EDUCA, S.L."
1346,"RHYZOMAS, S.C.M."
1347,"ROZAS EDUCACION, S.L."
1348,"EDUCACION, DESARROLLO Y OCIO EUFIN, S.L."
1349,"CENTRO SUPERIOR DE HOSTELERIA DEL MEDITERRANEO, S.L."
1350,"INSTITUTO SUPERIOR DE PROTOCOLO Y EVENTOS, S.L."
1351,"MUSICAL MARTI VAM, S.L."
1352,"TEDDY CENTRO INFANTIL, S.L."
1353,"IDCSERVICIOS MOSTOLES, S.A."
1354,"COLEGIO ARENALES, S.L. UNIPERSONAL"
1355,"BRITISH & INTERNATIONAL SCHOOL XXI, S.L."
1356,UNION DE FEDERACIONES DEPORTIVAS MADRILEÑAS (UFEDEMA)
1357,"GRAN JORGE JUAN, S.A."
1358,"MIS SUEÑOS MAGICOS ESCUELA INFANTIL, S.L."
1359,"GARMIKIDS, S.L."
1360,"ESCUELA INFANTIL ATICA, S.L. UNIPERSONAL"
1361,"CONDESCEN-DIENTE, S.L.P."
1362,"TOY'S GARDEN, S.L."
1363,COMUNIDAD DEL CENTRO SUPERIOR UNIVERSITARIO
1364,CRISTINA SEGOVIANO ARIAS Y ÁNGEL SEGOVIANO ARIAS
1365,"CALDI INGENIEROS CONSULTORES, S.L."
1366,"EL DRAGON INTERNACIONAL SCHOOL, S.L."
1367,"MARO 08-ESCUELA INFANTIL-03, S.L."
1368,LETICIA GARCIA DE LA PARRA
1369,ANA BELÉN MOLINA TORRES
1370,"UNIVERSIDAD PRIVADA DE MADRID, SA."
1371,"UNIVERSIDAD A DISTANCIA DE MADRID, S.A."
1372,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN
1373,"EDUCACIÓN INFANTIL VALDEBABY, S.L."
1374,FUNDACIÓN ALBÉNIZ
1375,"ESNE-ESTUDIOS SUPERIORES INTERNACIONALES, S.L."
1376,"ALYMA EDUCAR, S.L."
1377,"INSTEDE FORMACIÓN, S.L."
1378,"ESCUELA INFANTIL PRIVADA LOS BÚHOS, S.L."
1379,"ALIEGO, S.L. UNIPERSONAL"
1380,VERONICA PUEYO ROA
1381,"LIDIBEL, S.L. UNIPERSONAL"
1382,"EDUCACIÓN Y PROGRESO, S.A."
1383,CONGREGACIÓN SALESIANA
1384,"ESCUELA HIPICA SOTO DEL ESPINAR, S.L:"
1385,"ENGLISH FOR FUN, S.L."
1386,"CENTRO EDUCATIVO ÁBACO, S.L.UNIPERSONAL"
1387,"DALLINGTON SCHOOL, S.L."
1388,"CASCO DORADO, S.L."
1389,"APLICACACIONES EN EDUCACIÓN INFANTIL, S.L."
1390,RAQUEL PEREZ NIETO
1391,"ESCUELA INFANTIL EDELWEISS, S.L."
1392,"LUBERNO, S.L."
1393,"LOGOMAPI, S.L."
1394,"ESCUELA MAYRIT, S.L."
1395,FUNDACION CVE EDUCAR PARA EL FUTURO
1396,SONIA Y ENCARNACION CABALLERO AGREDANO
1397,"MONTESSORI VILLAGE LA MORALEJA, S.L."
1398,"CAMPUS INTERNACIONAL DE ESTUDIOS SUPERIORES, S.L."
1399,"FORMAJOBS, S.L."
1400,DISCIPULOS COMUNIDAD STELLA MARIS
1401,MARTA BERMEJO ESCUDERO
1402,"ACADEF FÚTBOL, S.L."
1403,"TALLER CEFORA, S.L."
1404,"EMPRENDE Y GESTIONA 2015, S.L."
1405,"Centro de Enseñanzas Universitarias SEK, S.A."
1406,"CENTRO DE ENSEÑANZA UNIVERSITARIA SEK, S.A."
1407,"CENTRO FORMACIÓN ENSEÑANZAS PROFESIONALES LAS CADENAS, S.L."
1408,BELÉN CASTRILLO ÁLVAREZ
1409,"EL SITIO DE TU RECREO, S.L."
1410,ASOCIACIÓN MÚSICO CULTURAL LA LIRA DE POZUELO
1411,"CENTRO DE FORMACION DOCTOR V.M.P., S.L. UNIPERSONAL"
1412,"GM FOOTBALL ACADEMY, S.L."
1413,"TÉCNICOS DEPORTIVOS TANDEM, S.L."
1414,"PEQUEANDO JUNTOS, S.L."
1415,MªJOSE FERNANDEZ BENITEZ Y ESMERALDA ORTEGA GRANADO
1416,FEDERACION MADRILEÑA DE VELA
1417,BEATRIZ MARGARITA BARUTELL ALLENDE
1418,"ILERNA ONLINE, S.L"
1419,"DUENDECILLOS LETS PLAY, S.L."
1420,"GEA EDUCATIVA, S.L."
1421,"MELC, S.A."
1422,FUNDACIÓN MUSICA CREATIVA
1423,MURIEL AGUADO JIMÉNEZ
1424,"HEXÁGONO EDUCATIVO, SOCIEDAD COOPERATIVA MADRILEÑA"
1425,DELEGACIÓN EN ESPAÑA DE LA FUNDACIÓN BRITISH COUNCIL
1426,"GESTIÓN HÍPICA PROFESIONAL, S.L."
1427,"BAGUILAR 2005,  S.L."
1428,"PROINNOVA EUROPA, S.L. UNIPERSONAL"
1429,SARAY MARTÍN GARCÍA Y LORENA DOMINGO GARCIA
1430,"SIENA EDUCACION, S.A."
1431,"Instede Formación, S.L"
1432,ASOCIACIÓN COLEGIO DE HUÉRFANOS FERROVIARIOS
1433,CONRADO GALAN CASTELLANOS
1434,"RUCLACEMA, S.L."
1435,"EDUCACIÓN MADRID 2016, S.L."
1436,"ESCUELA INFANTIL PEQUEÑOS SUEÑOS, S.L."
1437,"MOFEBO, S.L. UNIPERSONAL"
1438,"EL JARDIN DE LARIN, S.L."
1439,"MI PEQUEÑO TONENO, S.L"
1440,"GESTIÓN Y EXPLOTACIÓN DE ESCUELAS INFANTILES, S.L."
1441,"ROCKING KIDS, S.L."
1442,"GRUPO AULA  FORMACIÓN Y EMERGENCIAS, S.L."
1443,"CENTRO DE ESTUDIOS MADRID NORESTE, S.L."
1444,"ARCADIA CENTROS DE EDUCACIÓN INFANTIL,  S.L.,"
1445,"LAS ENCINAS MATAESPESA, S.L."
1446,"SOLUCIONES INTEGRALES DEPORTIVAS Y FORMATIVAS, S.L."
1447,"ASOCIACIÓN PANGEA ESCUELA VIVA, S.L."
1448,"IMF INTERNATIONAL BUSINESS SCHOOL, S.L."
1449,CLUB DEPORTIVO ELEMENTAL AFINES
1450,AULA DE APRENDIZAJE S.L.
1451,"SANSTRI,  21 S.L."
1452,"PIKEKOS, S.L."
1453,"LUCIANO CORCHERO, S.L."
1454,ASOCIACION DOS LATIDOS ESPACIO DE CRECIMIENTO
1455,"IMAGINANDO AVENTURAS, S.L."
1456,ASOCIACION VEGA UN ESPACIO ACTIVO PARA CRECER
1457,INSTITUTO DE SALUD CARLOS III
1458,"EL NIDO DEL BÚHO, S.L."
1459,SONIA Y ENCARNACION AGREDANO
1460,"GRUPO EMPRESA GEFOSERMA, S.L. UNIPERSONAL"
1461,FUNDACION QUERER
1462,"DUNIKIDS, S.L."
1463,"EDUKEVER, S.L."
1464,"AVM 18 GALICIA, S.L. UNIPERSONAL"
1465,ASOCIACION EL PEZ LUNA
1466,"CAMPUS INNOVACION Y GESTION, S.L.L."
1467,"ENSEÑANZA DINAMICA, S.L. UNIPERSONAL"
1468,"CENTRO SUPERIOR DE ALTOS ESTUDIOS INTERNACIONALES, S.L. UNIP"
1469,ELENA CABALLERO ELVIRO
1470,"KROOM DOS DISEÑOS, S.L."
1471,"VALDEBEBITOS, S.L"
1472,"ELMARMAREL, S.L. UNIPERSONAL"
1473,ASOCIACION CHRISTIANS SCHOOL IN SPAIN
1474,"AQUINAS INTERNACIONAL SCHOOL, S.L."
1475,"AVIATION TRAINING & MAINTENANCE GROUP, S.L."
1476,"CRISOLAYA LEON, S.L. UNIPERSONAL"
1477,"LYSMON MADRID COLFER, S.A."
1478,"ONE ROOM SCHOOL HOUSE, S.L. UNIPERSONAL"
1479,FUNDACION JUDY SHARP
1480,CENTRO DE INVESTIGACION E INNOVACION PEDAGOGICA REGGIO S.L.
1481,"MAIARI EQUIPO EDUCATIVO, S.L."
1482,"IBERZEKEL INVEST, S.L."
1483,"BANCO POPULAR-INVERSIONES INMOBILIARIA ALPROSA, S.L."
1484,"NAGLOBO, S.L."
1485,RAQUEL RODRIGUEZ FUENTE
1486,"ESCUELAS INFANTILES LALINES, S.L."
1487,"RUIFERCOLOR, S.L. UNIPERSONAL"
1488,MARTA LOPEZ-MESAS LOPEZ
1489,"ROAZABEL, S.L."
1490,"GRUPO CDM ESCUELAS PROFESIONALES, S.L."
1491,"XIOTRAN INVESTMENT CORPORATE, S.L."
1492,"ALAVIDA, S.L."
1493,"CENTRO DE EDUCACION INFANTIL PATUCO, S.L."
1494,"TRIBERARTE, S.L."
1495,"ESCUELA PROFESIONAL IEM, S.L."
1496,"DASANGO DENTAL, S.L."
1497,"AVANZA ASESORIA Y ORGANIZACION DE FORMACION CONTINUA, S.L."
1498,"AITABELA, S.L. UNIPERSONAL"
1499,CENTRO INTERNACIONAL CRISTIANO DE MADRID
1500,"FORMACION, DEPORTE Y EMPLEO ESCUELA DEPORTIVA, S.L."
1501,FUNDACION DOM
1502,"LIDER SYSTEM ACADEMY, S.L."
1503,"TRAINEK FORMACION Y CONSULTORIA, S.L."
1504,CRISTINA PASCUAL SANCHEZ
1505,"WORKSHOP EXPERIENCE GROUP, S.L."
1506,"ALFUGES, S.L."
1507,REAL FEDERACION ESPAÑOLA DE ESGRIMA
1508,"VIDEOCINCO, S.A."
1509,HERMANOS DE SAN GABRIEL
1510,ELENE CONWAY DE LEON
1511,"LOS NIÑOS DE MONTESSORI, S.L."
1512,"VESIS CENTER, S.L."
1513,LAURA TEBAQUE PEREZ
1514,"ESCUELAS INFANTILES IDEO, S.L."
